"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 24 15:48:29 GMT 2025","Mon Mar 24 15:48:29 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate","testGetUserLastSessionDate(String, String, Session, Session) [2] user9, 2025-03-07, Mock for Session, hashCode: 1081907020, Mock for Session, hashCode: 1894902783",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии с пропущенным параметром [3] userId, user1, loginTime, 2025-03-05T14:00:00.00, 400, Missing parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","18","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [2] user2, 2025-03-05T14:00:00.00, 2025-03-05T15:00:00.00, 400, Invalid data: User not found",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","23","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [3] , 2025-03-05T14:00:00.00, 2025-03-05T15:00:00.00, 400, Empty parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","21","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения неактивных пользователей [2] days, 400, Invalid number format for days",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","535","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения неактивных пользователей [1] 1, 200, [""user1""]",""
"passed","Mon Mar 24 15:48:27 GMT 2025","Mon Mar 24 15:48:27 GMT 2025","10","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers_MissingDays","Тест получения неактивных пользователей без days",""
"passed","Mon Mar 24 15:48:27 GMT 2025","Mon Mar 24 15:48:27 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [4] user1, , 400, Invalid data: Text '' could not be parsed at index 0",""
"passed","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:28 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [4] user4, 60, Active",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","14","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии с пропущенным параметром [1] loginTime, 2025-03-05T14:00:00.00, logoutTime, 2025-03-05T15:00:00.00, 400, Missing parameters",""
"passed","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:28 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [5] user5, 120, Highly active",""
"passed","Mon Mar 24 15:48:27 GMT 2025","Mon Mar 24 15:48:27 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [3] , 2025-03, 400, Empty userId parameter",""
"passed","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:29 GMT 2025","14","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate","testGetUserLastSessionDate(String, String, Session, Session) [1] user8, 2025-03-06, Mock for Session, hashCode: 1081907020, null",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","17","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [5] user1, 2025-03-05T14:00:00.00, , 400, Empty parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","25","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [1] user1, 2025-03-05T14:00:00.00, 2025-03-05T15:00:00.00, 200, Session recorded",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","18","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [4] user1, , 2025-03-05T15:00:00.00, 400, Empty parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","43","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [5] user1, Alice, 500, Server Error",""
"passed","Mon Mar 24 15:48:25 GMT 2025","Mon Mar 24 15:48:25 GMT 2025","19","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [1] user1, Alice, 200, User registered: true",""
"passed","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:28 GMT 2025","11","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus_ThrowsException","testGetUserStatus_ThrowsException()",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","21","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity_MissingUserId","Тест получения месячной активности без userId",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","13","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии с пропущенным параметром [2] userId, user1, logoutTime, 2025-03-05T15:00:00.00, 400, Missing parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","15","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity_MissingUserId","Тест получения общего времени активности без userId",""
"passed","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:28 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [3] user3, 130, Highly active",""
"passed","Mon Mar 24 15:48:27 GMT 2025","Mon Mar 24 15:48:27 GMT 2025","20","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [2] user2, 2025-03, 400, Invalid data: No sessions found for user",""
"passed","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:28 GMT 2025","183","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [1] user1, 10, Inactive",""
"skipped","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:28 GMT 2025","0","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate_WithoutSessions","testGetUserLastSessionDate_WithoutSessions()",""
"passed","Mon Mar 24 15:48:23 GMT 2025","Mon Mar 24 15:48:25 GMT 2025","1982","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration_Missing","Тест регистрации пользователя с пропущенным параметром [1] userName, Alice, 400, Missing parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","36","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity","Тест получения общего времени активности [1] user1, 200, Total activity: 60 minutes",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity","Тест получения общего времени активности [2] user2, 400, Invalid data: No sessions found for user",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [4] user1, , 400, Empty parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","13","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [7] user1, 2025-03-05T14:00:00.00, logoutTime, 400, Invalid data: Text 'logoutTime' could not be parsed at index 0",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","10","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity","Тест получения общего времени активности [3] , 400, Empty parameters",""
"passed","Mon Mar 24 15:48:25 GMT 2025","Mon Mar 24 15:48:25 GMT 2025","20","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration_Missing","Тест регистрации пользователя с пропущенным параметром [2] userId, user1, 400, Missing parameters",""
"passed","Mon Mar 24 15:48:27 GMT 2025","Mon Mar 24 15:48:27 GMT 2025","9","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity_MissingMonth","Тест получения месячной активности без month",""
"passed","Mon Mar 24 15:48:28 GMT 2025","Mon Mar 24 15:48:28 GMT 2025","4","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [2] user2, 90, Active",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:27 GMT 2025","62","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [1] user1, 2025-03, 200, {""2025-03-05"":60}",""
"passed","Mon Mar 24 15:48:25 GMT 2025","Mon Mar 24 15:48:25 GMT 2025","18","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [2] user3, kate, 200, User registered: true",""
"passed","Mon Mar 24 15:48:25 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","18","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [3] , Alice, 400, Empty parameters",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","15","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [6] user1, loginTime, 2025-03-05T15:00:00.00, 400, Invalid data: Text 'loginTime' could not be parsed at index 0",""
"passed","Mon Mar 24 15:48:26 GMT 2025","Mon Mar 24 15:48:26 GMT 2025","20","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения неактивных пользователей [3] , 400, Invalid number format for days",""
